,train_size,train_set_type,loss,accuracy
20,40,random,1.7887675197601318,0.359
21,40,random,1.6188630395889283,0.3879
22,40,random,1.4168035083770751,0.5007
23,40,random,1.6224635946273804,0.4498
24,40,random,1.6594440326690674,0.4029
25,40,random,1.5404310396194458,0.4706
26,40,random,1.6008713092803954,0.4638
27,40,random,1.5897988422393798,0.4484
28,40,random,1.6821477123260498,0.4279
29,40,random,1.5320266094207764,0.4532
0,20,diverse,1.9809922275543212,0.2839
1,20,diverse,2.0050617084503175,0.2918
2,20,diverse,1.9829928100585938,0.3012
3,20,diverse,1.9881997005462646,0.3162
4,20,diverse,2.035568200302124,0.3089
5,20,diverse,2.0083182022094728,0.277
6,20,diverse,1.9607417098999023,0.2943
7,20,diverse,1.9737926219940185,0.2758
8,20,diverse,1.8881192150115966,0.3477
9,20,diverse,1.8900303085327148,0.3243
10,20,similar,2.1593130813598633,0.2594
11,20,similar,2.03465508518219,0.272
12,20,similar,2.3975250980377196,0.2318
13,20,similar,2.273651568412781,0.2515
14,20,similar,2.2094786308288574,0.2624
15,20,similar,3.9549432525634765,0.3041
16,20,similar,3.678169041442871,0.2815
17,20,similar,2.8152221561431885,0.2838
18,20,similar,2.148323380279541,0.2329
19,20,similar,2.359319358253479,0.2419
20,20,random,1.8555304428100585,0.3398
21,20,random,1.9158814895629883,0.3201
22,20,random,1.8736498191833497,0.3362
23,20,random,1.978997512817383,0.298
24,20,random,1.8938617588043214,0.3209
25,20,random,1.9072051189422607,0.3391
26,20,random,1.9092796787261963,0.3257
27,20,random,1.6555290802001954,0.4072
28,20,random,1.7871690265655518,0.3505
29,20,random,1.831813235282898,0.3516
0,10,diverse,2.088936431121826,0.2603
1,10,diverse,1.9732280723571778,0.2917
2,10,diverse,2.0639462951660157,0.2653
3,10,diverse,2.1008390266418457,0.2187
4,10,diverse,2.0809416492462156,0.2465
5,10,diverse,2.1102812713623047,0.2263
6,10,diverse,2.0647363662719727,0.2482
7,10,diverse,2.0300307125091552,0.2941
8,10,diverse,2.0635929508209228,0.267
9,10,diverse,2.1166512794494627,0.2463
10,10,similar,2.3281309650421145,0.2334
11,10,similar,2.105812981414795,0.2478
12,10,similar,2.167409765625,0.2358
13,10,similar,2.1450294498443605,0.2584
14,10,similar,2.8080748821258545,0.229
15,10,similar,2.5127760650634765,0.2262
16,10,similar,2.142643143463135,0.2447
17,10,similar,2.1169366455078125,0.2277
18,10,similar,2.3207891134262084,0.3052
19,10,similar,2.5118942127227784,0.1978
20,10,random,1.938777220916748,0.3102
21,10,random,1.957776280593872,0.291
22,10,random,2.0307016387939454,0.2766
23,10,random,2.0045822345733644,0.2695
24,10,random,2.0777171127319334,0.2511
25,10,random,2.007828464126587,0.2859
26,10,random,1.9062603832244873,0.311
27,10,random,2.0531442935943605,0.2539
28,10,random,2.028341230773926,0.3094
29,10,random,2.0139317459106447,0.2817
