,train_size,train_set_type,accuracy,loss
53,10,random,0.274,2.6182218421936034
54,10,random,0.216,3.271712103652954
55,10,random,0.3034,2.9698960342407226
56,10,random,0.2847,2.688139574432373
57,10,random,0.2076,3.2100516273498534
58,10,random,0.183,3.459272466278076
59,10,random,0.1793,2.9946792346954347
60,100,random by cluster,0.5384,1.5345643133163451
61,100,random by cluster,0.6073,1.4691194730758668
62,100,random by cluster,0.5599,1.684316637992859
63,100,random by cluster,0.5784,1.4767826860427857
64,100,random by cluster,0.6174,1.6125020730018615
65,100,random by cluster,0.5525,1.4890089025497437
66,100,random by cluster,0.5655,1.5131922439575196
67,100,random by cluster,0.481,1.6242833915710448
68,100,random by cluster,0.5851,1.3279202562332153
69,100,random by cluster,0.5401,1.8277503534317017
70,80,random by cluster,0.5823,1.853492427444458
71,80,random by cluster,0.5516,1.4895250305175782
72,80,random by cluster,0.4454,1.641318371963501
73,80,random by cluster,0.5468,1.9910592149734496
74,80,random by cluster,0.5821,1.4887934357643127
75,80,random by cluster,0.5852,1.6364737464904786
76,80,random by cluster,0.5303,1.6462414196014403
77,80,random by cluster,0.6039,1.4579473600387574
78,80,random by cluster,0.5755,2.2733275475502013
79,80,random by cluster,0.5234,1.7421355699539185
80,60,random by cluster,0.4028,1.743514705657959
81,60,random by cluster,0.57,1.7379591989517211
82,60,random by cluster,0.4393,2.341747535324097
83,60,random by cluster,0.5223,1.8079763717651367
84,60,random by cluster,0.5761,1.6253457475662232
85,60,random by cluster,0.5717,1.8654323741912842
86,60,random by cluster,0.5163,1.730785467147827
87,60,random by cluster,0.5697,1.6164156967163086
88,60,random by cluster,0.5675,1.85030671710968
89,60,random by cluster,0.5585,1.7467826086044311
90,40,random by cluster,0.4879,1.701857697868347
91,40,random by cluster,0.521,1.6984828578948974
92,40,random by cluster,0.3947,2.05002265663147
93,40,random by cluster,0.4066,1.9420338417053222
94,40,random by cluster,0.3455,2.1492775924682617
95,40,random by cluster,0.3799,1.8836028718948363
96,40,random by cluster,0.5218,1.9117983024597167
97,40,random by cluster,0.4352,2.010478099822998
98,40,random by cluster,0.3859,1.7697678462982178
99,40,random by cluster,0.4946,1.6718715213775635
100,20,random by cluster,0.2945,1.9986902153015136
101,20,random by cluster,0.3136,1.9932574714660645
102,20,random by cluster,0.2389,2.2827928569793703
103,20,random by cluster,0.2688,2.2489540733337403
104,20,random by cluster,0.2897,2.529768827819824
105,20,random by cluster,0.336,1.9726920867919921
106,20,random by cluster,0.4061,2.022258321762085
107,20,random by cluster,0.2616,2.0860502182006835
108,20,random by cluster,0.4469,2.0412904762268065
109,20,random by cluster,0.2481,2.0424797828674315
110,10,random by cluster,0.2895,2.0359418674468994
111,10,random by cluster,0.2877,2.3098314949035643
112,10,random by cluster,0.2169,2.7494149501800536
113,10,random by cluster,0.2075,3.1137598262786863
114,10,random by cluster,0.1944,3.0793389392852784
115,10,random by cluster,0.2368,2.5344837299346925
116,10,random by cluster,0.1797,3.350714673995972
117,10,random by cluster,0.2463,3.0533996379852293
118,10,random by cluster,0.2915,2.021604668045044
119,10,random by cluster,0.254,2.6130775733947753
120,100,diverse by cluster,0.5654,1.7387511144638061
121,100,diverse by cluster,0.5341,1.5539302030563356
122,100,diverse by cluster,0.5329,1.4589442762374878
123,100,diverse by cluster,0.4109,1.7010617916107178
124,100,diverse by cluster,0.4988,1.8637632678985596
125,100,diverse by cluster,0.4633,1.548015727996826
126,100,diverse by cluster,0.4892,1.7202430799484254
127,100,diverse by cluster,0.5274,1.6842111665725708
128,100,diverse by cluster,0.5546,1.804307830810547
129,100,diverse by cluster,0.5044,1.4955651029586792
130,80,diverse by cluster,0.4819,1.7241605688095092
131,80,diverse by cluster,0.5048,1.4719109155654908
132,80,diverse by cluster,0.4844,1.6955182846069337
133,80,diverse by cluster,0.4509,1.950662015914917
134,80,diverse by cluster,0.5669,1.7525098949432374
135,80,diverse by cluster,0.4654,1.8531355875015258
136,80,diverse by cluster,0.5038,1.840116594696045
137,80,diverse by cluster,0.4887,1.906774378967285
138,80,diverse by cluster,0.4686,1.7730527374267577
139,80,diverse by cluster,0.5606,1.6413245037078859
140,60,diverse by cluster,0.5205,2.057426428413391
141,60,diverse by cluster,0.4885,1.684922674179077
142,60,diverse by cluster,0.4622,1.7183088417053223
143,60,diverse by cluster,0.4302,1.916790807723999
144,60,diverse by cluster,0.4495,1.699777490234375
145,60,diverse by cluster,0.4706,2.034476433944702
146,60,diverse by cluster,0.4472,1.8554919635772704
147,60,diverse by cluster,0.4968,1.7334877294540405
148,60,diverse by cluster,0.4372,1.7614194286346436
149,60,diverse by cluster,0.4224,2.1312597507476805
150,40,diverse by cluster,0.4246,1.805298427963257
151,40,diverse by cluster,0.3572,1.9582684898376466
152,40,diverse by cluster,0.4122,1.8076822982788086
153,40,diverse by cluster,0.4265,1.7411523918151854
154,40,diverse by cluster,0.3968,2.067517956161499
155,40,diverse by cluster,0.3894,2.279395281600952
156,40,diverse by cluster,0.4526,1.7603012405395508
157,40,diverse by cluster,0.34,2.049987724304199
158,40,diverse by cluster,0.4181,2.0134634006500245
159,40,diverse by cluster,0.359,1.9708050117492675
160,20,diverse by cluster,0.3395,2.3334325553894044
161,20,diverse by cluster,0.2676,2.3784905216217043
162,20,diverse by cluster,0.2442,2.413268225479126
163,20,diverse by cluster,0.27,2.1812023777008056
164,20,diverse by cluster,0.2641,2.189677886581421
165,20,diverse by cluster,0.3546,2.2558372665405275
166,20,diverse by cluster,0.2608,2.1717643184661863
167,20,diverse by cluster,0.2899,1.9640480785369874
168,20,diverse by cluster,0.2683,2.1871000034332275
169,20,diverse by cluster,0.2022,3.039677137756348
170,10,diverse by cluster,0.3009,2.1887534984588624
171,10,diverse by cluster,0.2982,2.0595080169677735
172,10,diverse by cluster,0.1586,2.233715518569946
173,10,diverse by cluster,0.2326,2.9542045616149903
174,10,diverse by cluster,0.2072,2.80525500793457
175,10,diverse by cluster,0.2293,3.205813065338135
176,10,diverse by cluster,0.2533,2.131327388381958
177,10,diverse by cluster,0.2195,2.7010312812805175
178,10,diverse by cluster,0.1548,2.56137417678833
179,10,diverse by cluster,0.1832,2.6711408023834227
