,train_size,train_set_type,accuracy,loss
91,80,random by cluster,0.5605,1.499189012145996
92,80,random by cluster,0.5187,1.4236674322128295
93,80,random by cluster,0.5268,1.6297493505477905
94,80,random by cluster,0.4262,1.7783347179412843
95,80,random by cluster,0.5882,1.4639317306518556
96,80,random by cluster,0.5817,1.8901385084152222
97,80,random by cluster,0.563,1.7834275165557862
98,80,random by cluster,0.5892,1.4901443883895873
99,80,random by cluster,0.5881,1.7376492916107178
100,60,random by cluster,0.5341,1.9063371612548827
101,60,random by cluster,0.4952,1.8776412199020385
102,60,random by cluster,0.5261,1.7826802350997926
103,60,random by cluster,0.3285,2.3683729511260987
104,60,random by cluster,0.5532,1.664312071609497
105,60,random by cluster,0.5282,1.640940989112854
106,60,random by cluster,0.4951,1.6462806890487671
107,60,random by cluster,0.469,1.8440866994857787
108,60,random by cluster,0.2978,1.9032873542785644
109,60,random by cluster,0.5043,1.6361470525741577
110,40,random by cluster,0.5084,1.9057890562057496
111,40,random by cluster,0.4678,1.8395611610412597
112,40,random by cluster,0.4956,1.8322292692184448
113,40,random by cluster,0.2629,2.1558516525268554
114,40,random by cluster,0.4894,1.7398836986541748
115,40,random by cluster,0.51,1.6472217239379883
116,40,random by cluster,0.5436,1.8674928791046144
117,40,random by cluster,0.4609,1.8948135250091553
118,40,random by cluster,0.4577,1.62347177734375
119,40,random by cluster,0.5429,2.0324345808029176
120,20,random by cluster,0.2651,2.279311386489868
121,20,random by cluster,0.2998,2.1169884998321535
122,20,random by cluster,0.2628,4.369372021484375
123,20,random by cluster,0.3863,2.002415975189209
124,20,random by cluster,0.2984,2.14746389541626
125,20,random by cluster,0.3281,2.1241214328765867
126,20,random by cluster,0.3173,2.1404778400421143
127,20,random by cluster,0.294,2.294584087562561
128,20,random by cluster,0.3481,1.961051150894165
129,20,random by cluster,0.3058,2.1775928493499754
130,10,random by cluster,0.2951,2.2262870876312255
131,10,random by cluster,0.2408,2.9196085220336916
132,10,random by cluster,0.2059,2.8757991207122804
133,10,random by cluster,0.3163,2.060360622024536
134,10,random by cluster,0.2533,2.1643034309387206
135,10,random by cluster,0.1334,3.0615814109802244
136,10,random by cluster,0.2352,2.435722274017334
137,10,random by cluster,0.1627,3.9655907855987547
138,10,random by cluster,0.3024,2.3018850299835205
139,10,random by cluster,0.2394,2.588018534088135
140,150,diverse by cluster,0.5713,1.2851851913452148
141,150,diverse by cluster,0.6002,1.2619091796875
142,150,diverse by cluster,0.5764,1.3619666402816772
143,150,diverse by cluster,0.5908,1.327592995452881
144,150,diverse by cluster,0.6142,1.2897172187805175
145,150,diverse by cluster,0.5921,1.28572923412323
146,150,diverse by cluster,0.5936,1.8752950828552246
147,150,diverse by cluster,0.5882,1.3912509359359742
148,150,diverse by cluster,0.6051,1.3088872382164
149,150,diverse by cluster,0.5954,1.5120506847381592
150,100,diverse by cluster,0.521,1.6708639478683471
151,100,diverse by cluster,0.5215,1.4986485469818116
152,100,diverse by cluster,0.3978,1.7563616035461427
153,100,diverse by cluster,0.5624,1.4097984609603882
154,100,diverse by cluster,0.5564,1.725998390007019
155,100,diverse by cluster,0.4084,1.8505023422241211
156,100,diverse by cluster,0.5462,1.5215289516448975
157,100,diverse by cluster,0.4884,1.626348051261902
